ID,Unnamed: 0,EUPH_STATUS,left-hand context (one sentence),main sentence,right-hand context (one sentence),source,PET,PET lemmatised,literal translation,non-euph equivalent,non-euph equivalent translation,category,A,J,U,W,majority label,LABEL,TEXT
1839,1838,sometimes_euph,Potem przywołał czworo najbardziej oddanych mu służących i nakazał im wyruszyć w świat w poszukiwaniu ratunku.,"Nim się rozeszli, jeden z nich wspomniał o zielarce, która uzdrowiła jego szwagra, borykającego się z [PET_BOUNDARY]nieuleczalną[PET_BOUNDARY] zdaniem medyków chorobą.",Reakcja króla była natychmiastowa: – Sprowadź ją!,KWJP,nieuleczalną,nieuleczalny,incurable,śmiertelny,fatal,illness,X,1,1,0,1.0,1.0,"Potem przywołał czworo najbardziej oddanych mu służących i nakazał im wyruszyć w świat w poszukiwaniu ratunku. Nim się rozeszli, jeden z nich wspomniał o zielarce, która uzdrowiła jego szwagra, borykającego się z [PET_BOUNDARY]nieuleczalną[PET_BOUNDARY] zdaniem medyków chorobą. Reakcja króla była natychmiastowa: – Sprowadź ją!"
455,454,sometimes_euph,"W swojej pierwszej powieści, O fabuloso teatro do gigante („Cudowny teatr olbrzyma”, 2006), a następnie w Deixem falar as pedras („Dajcie mówić kamieniom”, 2011) wraca do górskiego miasteczka Lagares w prowincji Minho i do tradycyjnej funkcji opowiadacza legend.","Bohater i zarazem narrator tej powieści ucieleśnia w pewien sposób kryzys współczesnej młodzieży, z jej kolczykami w różnych częściach ciała, heavy metalem i [PET_BOUNDARY]nadwagą[PET_BOUNDARY].","Punktem odniesienia okazuje się przywieziony z Lagares dziadek, opowiadacz historii, które ustanawiają kontrapunkt wobec pustki aktualnej kultury popularnej.",KWJP,nadwagą,nadwaga,overweight,-,-,physical appearance,X,1,1,0,1.0,1.0,"W swojej pierwszej powieści, O fabuloso teatro do gigante („Cudowny teatr olbrzyma”, 2006), a następnie w Deixem falar as pedras („Dajcie mówić kamieniom”, 2011) wraca do górskiego miasteczka Lagares w prowincji Minho i do tradycyjnej funkcji opowiadacza legend. Bohater i zarazem narrator tej powieści ucieleśnia w pewien sposób kryzys współczesnej młodzieży, z jej kolczykami w różnych częściach ciała, heavy metalem i [PET_BOUNDARY]nadwagą[PET_BOUNDARY]. Punktem odniesienia okazuje się przywieziony z Lagares dziadek, opowiadacz historii, które ustanawiają kontrapunkt wobec pustki aktualnej kultury popularnej."
1679,1678,sometimes_euph,"Musiał się odlać, i to już.","Jeżeli stary dzisiaj nie odda mu nocnika, po prostu wystawi fujarę przez kratę i [PET_BOUNDARY]sobie ulży[PET_BOUNDARY].",Pokrywa jak zwykle z hukiem opadła na podłogę i po chwili usłyszeli kroki.,KWJP,sobie ulży,ulżyć sobie,to relieve yourself,zrobić siku,to pee,physiology,1,1,X,1,1.0,1.0,"Musiał się odlać, i to już. Jeżeli stary dzisiaj nie odda mu nocnika, po prostu wystawi fujarę przez kratę i [PET_BOUNDARY]sobie ulży[PET_BOUNDARY]. Pokrywa jak zwykle z hukiem opadła na podłogę i po chwili usłyszeli kroki."
1224,1223,sometimes_euph,"To nie tak, wystarczy przyjrzeć się konkretnym sylwetkom.","Helena Kurcewiczówna jest zupełnie inna niż Baśka, zarówno jeśli chodzi o opis zewnętrzny, jak i o stereotypowo [PET_BOUNDARY]kobiece atrybuty[PET_BOUNDARY], takie jak macierzyństwo.","Przypomnijmy, że Skrzetuscy mają 12 synów, a potem zaczyna się płeć nadobna.",KWJP,kobiece atrybuty,kobiecy atrybut,feminine attribute,-,-,body parts,0,X,0,0,0.0,0.0,"To nie tak, wystarczy przyjrzeć się konkretnym sylwetkom. Helena Kurcewiczówna jest zupełnie inna niż Baśka, zarówno jeśli chodzi o opis zewnętrzny, jak i o stereotypowo [PET_BOUNDARY]kobiece atrybuty[PET_BOUNDARY], takie jak macierzyństwo. Przypomnijmy, że Skrzetuscy mają 12 synów, a potem zaczyna się płeć nadobna."
1492,1491,sometimes_euph,Też sobie ulżę.,Biskup puścił [PET_BOUNDARY]wiatry[PET_BOUNDARY].,Po nim reszta.,KWJP,wiatry,wiatry,winds,pierdy,farts,physiology,1,1,X,1,1.0,1.0,Też sobie ulżę. Biskup puścił [PET_BOUNDARY]wiatry[PET_BOUNDARY]. Po nim reszta.
648,647,sometimes_euph,W murze jest brama”.,"Passus ten odnajdziemy w wierszach, które wyławiamy z Przenikania: Wspaniała zieleń, ciężka od czerni; lecz zanim [PET_BOUNDARY]wejdzie w nią[PET_BOUNDARY], zwleka pozór.",Właśnie: ten mur.,KWJP,wejdzie w nią,wejść w nią,enter her,-,-,sex,0,0,0,0,0.0,0.0,"W murze jest brama”. Passus ten odnajdziemy w wierszach, które wyławiamy z Przenikania: Wspaniała zieleń, ciężka od czerni; lecz zanim [PET_BOUNDARY]wejdzie w nią[PET_BOUNDARY], zwleka pozór. Właśnie: ten mur."
1707,1706,sometimes_euph,Po raz kolejny w Żninie ulicami miasta powędrował orszak prowadzony przez trzech króli do Dzieciątka Jezus.,"[PET_BOUNDARY]Kres wędrówki[PET_BOUNDARY] nastąpił przy kościele św. Floriana, gdzie królowie spotkali się najpierw z młodzieżą z XXI wieku, potem z diabłem, a następnie złożyli pokłon Jezusowi.",Mieszkańcy gminy Żnin tradycyjnie uczcili święto Trzech Króli wędrując z kolędą na ustach wraz z orszakiem ulicami miasta.,KWJP,Kres wędrówki,kres wędrówki,end of hike,-,-,death,X,0,0,0,0.0,0.0,"Po raz kolejny w Żninie ulicami miasta powędrował orszak prowadzony przez trzech króli do Dzieciątka Jezus. [PET_BOUNDARY]Kres wędrówki[PET_BOUNDARY] nastąpił przy kościele św. Floriana, gdzie królowie spotkali się najpierw z młodzieżą z XXI wieku, potem z diabłem, a następnie złożyli pokłon Jezusowi. Mieszkańcy gminy Żnin tradycyjnie uczcili święto Trzech Króli wędrując z kolędą na ustach wraz z orszakiem ulicami miasta."
1978,1977,sometimes_euph,"Można, nie wychodząc z biura, przedłużyć umowę już nie u „swojego” franczyzobiorcy, ale właśnie tam.","Skan dokumentów, podpisy, pieczątki i umowa – wszystko [PET_BOUNDARY]załatwia się[PET_BOUNDARY] na odległość.",Franczyzobiorca takiej możliwości nie ma.,KWJP,załatwia się,załatwiać się,to sort onself out,-,-,physiology,0,0,X,0,0.0,0.0,"Można, nie wychodząc z biura, przedłużyć umowę już nie u „swojego” franczyzobiorcy, ale właśnie tam. Skan dokumentów, podpisy, pieczątki i umowa – wszystko [PET_BOUNDARY]załatwia się[PET_BOUNDARY] na odległość. Franczyzobiorca takiej możliwości nie ma."
2391,2390,sometimes_euph,"Przewoźnicy jak ognia unikają jednak ujawnienia wyników tych eksperymentów, ale wydaje się, że zakończyły się klapą.","Pasażer o odpowiednio [PET_BOUNDARY]zasobnym[PET_BOUNDARY] portfelu wybierze samolot, szczególnie przy długim w Polsce czasie przejazdu między miastami.","Jeśli uda nam się zrealizować plany modernizacyjne, to czy kolej nie stanie się przez to zbyt droga?",KWJP,zasobnym,zasobny,abundant,bogaty,rich,money,1,1,1,X,1.0,1.0,"Przewoźnicy jak ognia unikają jednak ujawnienia wyników tych eksperymentów, ale wydaje się, że zakończyły się klapą. Pasażer o odpowiednio [PET_BOUNDARY]zasobnym[PET_BOUNDARY] portfelu wybierze samolot, szczególnie przy długim w Polsce czasie przejazdu między miastami. Jeśli uda nam się zrealizować plany modernizacyjne, to czy kolej nie stanie się przez to zbyt droga?"
1008,1007,sometimes_euph,Dlatego rozmawialiśmy też o ewentualnej strefie buforowej w Syrii - powiedział Tusk po spotkaniu z Erdoganem.,"Turecki prezydent od dawna żądał od UE i USA współpracy przy stworzeniu ""strefy bezpieczeństwa"" na syryjskim pograniczu, gdzie, jak tłumaczy Ankara, mogli by się [PET_BOUNDARY]chronić[PET_BOUNDARY] uchodźcy.","Ale wiadomo, że Erdoganowi chodzi także - a właściwie głównie - o jednoczesne chronienie tego rejonu przed postępami sił kurdyjskich.",refugee crisis,chronić,chronić,to protect,-,-,immigration,0,0,0,0,0.0,0.0,"Dlatego rozmawialiśmy też o ewentualnej strefie buforowej w Syrii - powiedział Tusk po spotkaniu z Erdoganem. Turecki prezydent od dawna żądał od UE i USA współpracy przy stworzeniu ""strefy bezpieczeństwa"" na syryjskim pograniczu, gdzie, jak tłumaczy Ankara, mogli by się [PET_BOUNDARY]chronić[PET_BOUNDARY] uchodźcy. Ale wiadomo, że Erdoganowi chodzi także - a właściwie głównie - o jednoczesne chronienie tego rejonu przed postępami sił kurdyjskich."
652,651,sometimes_euph,-,"Wcześnie też (podobno) [Chińczycy] nauczyli się używać węgla i [PET_BOUNDARY]koksu[PET_BOUNDARY] w piecach do wytopu żelaza, i pod koniec XI wieku produkowali już 125 tysięcy ton surówki.",Wielka Brytania osiągnęła ten poziom produkcji po siedmiuset latach.,KWJP,koksu,koks,coke,-,-,substances,0,0,0,0,0.0,0.0,"- Wcześnie też (podobno) [Chińczycy] nauczyli się używać węgla i [PET_BOUNDARY]koksu[PET_BOUNDARY] w piecach do wytopu żelaza, i pod koniec XI wieku produkowali już 125 tysięcy ton surówki. Wielka Brytania osiągnęła ten poziom produkcji po siedmiuset latach."
2367,2366,sometimes_euph,Fitzgerald i Fincher opowiadają o zaburzeniach „naszych czasów” – rzecz zaczyna się po I wojnie światowej.,"Nie uważam tego filmu za wybitny, kulturowy mainstream wymaga efektownego i uproszczonego wykładania idei, więc dramaty są tu melodramatami, jednak [PET_BOUNDARY]środki[PET_BOUNDARY] filmowe pozwoliły pokazać metaforę naszego biegania wokół zegara, historycznego i prywatnego czasu.","Trzeci wiek trwa najdłużej, jest najgęstszy.",KWJP,środki,środki,means,-,-,money,0,0,0,X,0.0,0.0,"Fitzgerald i Fincher opowiadają o zaburzeniach „naszych czasów” – rzecz zaczyna się po I wojnie światowej. Nie uważam tego filmu za wybitny, kulturowy mainstream wymaga efektownego i uproszczonego wykładania idei, więc dramaty są tu melodramatami, jednak [PET_BOUNDARY]środki[PET_BOUNDARY] filmowe pozwoliły pokazać metaforę naszego biegania wokół zegara, historycznego i prywatnego czasu. Trzeci wiek trwa najdłużej, jest najgęstszy."
568,567,sometimes_euph,"Ma on też inne stałe łowiska, i to blisko ludzkich siedzib, dlatego jest dość liczny na przecież gęsto zamieszkanym Mazowszu.","Lis też, jak jest tylko okazja lub mus głodu, [PET_BOUNDARY]świśnie[PET_BOUNDARY] z przydomowego tarasu pełną torbę kociej karmy, a jak się da, to i samego spasionego pupila.","Jastrząb jakby skalkulował, że nie warto polować na liczne cenne rasowe stadka z gołębników, oczko w głowie zapalonych hodowców.",KWJP,świśnie,świsnąć,to whizz,ukraść,to steal,offenses,1,1,X,1,1.0,1.0,"Ma on też inne stałe łowiska, i to blisko ludzkich siedzib, dlatego jest dość liczny na przecież gęsto zamieszkanym Mazowszu. Lis też, jak jest tylko okazja lub mus głodu, [PET_BOUNDARY]świśnie[PET_BOUNDARY] z przydomowego tarasu pełną torbę kociej karmy, a jak się da, to i samego spasionego pupila. Jastrząb jakby skalkulował, że nie warto polować na liczne cenne rasowe stadka z gołębników, oczko w głowie zapalonych hodowców."
1608,1607,sometimes_euph,"A Marianna próbowała nie myśleć o tamtym wieczorze, oddając się domowym zajęciom.","[PET_BOUNDARY]Haftowała[PET_BOUNDARY], powtarzała francuskie słówka, grała na pianinie więcej niż zwykle, choć bez przekonania i nieskładnie.","Może i zapomniałaby o Jadźce i Jaśku, może potrafiłaby przemóc poczucie zażenowania, ale nie potrafiła zapomnieć oczu Witka: czarnych jak węgle, parzących nieznanym ogniem.",KWJP,Haftowała,haftować,embroider,-,-,physiology,0,0,X,0,0.0,0.0,"A Marianna próbowała nie myśleć o tamtym wieczorze, oddając się domowym zajęciom. [PET_BOUNDARY]Haftowała[PET_BOUNDARY], powtarzała francuskie słówka, grała na pianinie więcej niż zwykle, choć bez przekonania i nieskładnie. Może i zapomniałaby o Jadźce i Jaśku, może potrafiłaby przemóc poczucie zażenowania, ale nie potrafiła zapomnieć oczu Witka: czarnych jak węgle, parzących nieznanym ogniem."
1551,1550,sometimes_euph,Zapraszamy na dyskusję o polskim mężczyźnie.,Czy kryzys [PET_BOUNDARY]męskości[PET_BOUNDARY] to diagnoza postawiona wyłącznie przez kobiety?,"Co mamy na myśli, mówiąc o kryzysie męskości?",KWJP,męskości,męskość,masculinity,-,-,body parts,0,X,0,0,0.0,0.0,"Zapraszamy na dyskusję o polskim mężczyźnie. Czy kryzys [PET_BOUNDARY]męskości[PET_BOUNDARY] to diagnoza postawiona wyłącznie przez kobiety? Co mamy na myśli, mówiąc o kryzysie męskości?"
58,57,sometimes_euph,Nikt tak nie potrafi wrodzonej nieufności skierować przeciwko sobie samym.,"Więc to trochę jakbym miał się bać, że [PET_BOUNDARY]obrobi[PET_BOUNDARY] mnie gang Olsena.","Okazuje się, że nie cały internet opanowali pisowcy wespół z kukizowcami i kucami Korwina.",KWJP,obrobi,obrobić,to process,okraść,to rob,offenses,1,1,X,1,1.0,1.0,"Nikt tak nie potrafi wrodzonej nieufności skierować przeciwko sobie samym. Więc to trochę jakbym miał się bać, że [PET_BOUNDARY]obrobi[PET_BOUNDARY] mnie gang Olsena. Okazuje się, że nie cały internet opanowali pisowcy wespół z kukizowcami i kucami Korwina."
125,124,sometimes_euph,Najpewniej mają rację.,"Tak czy owak, zgodnie z rozmaitymi teoriami, mogliśmy zostać mówiącymi [PET_BOUNDARY]małpami[PET_BOUNDARY] w wyniku generalizacji języka, który początkowo wyewoluował jako sposób intymnej komunikacji między matką a potomstwem.",Albo w rezultacie adaptacji prostego kodu gestykulacji występującego wśród naczelnych. Albo w wyniku nadawania elementarnych znaczeń śpiewowi poprzedzającemu język.,KWJP,małpami,małpa,monkey,-,-,sex,0,0,0,X,0.0,0.0,"Najpewniej mają rację. Tak czy owak, zgodnie z rozmaitymi teoriami, mogliśmy zostać mówiącymi [PET_BOUNDARY]małpami[PET_BOUNDARY] w wyniku generalizacji języka, który początkowo wyewoluował jako sposób intymnej komunikacji między matką a potomstwem. Albo w rezultacie adaptacji prostego kodu gestykulacji występującego wśród naczelnych. Albo w wyniku nadawania elementarnych znaczeń śpiewowi poprzedzającemu język."
1335,1334,sometimes_euph,„Doktor Sen” to sztandarowy tego przykład.,"Mamy pytania, co by było, gdyby dorosły Danny ze „Lśnienia” popadł jak jego ojciec w alkoholizm, i co by było, gdyby ktoś miał umiejętność pomagania ludziom [PET_BOUNDARY]zasnąć[PET_BOUNDARY] po raz ostatni.","Co by było, gdyby małe dziecko było obdarzone nadprzyrodzonymi zdolnościami (na to pytanie King odpowiadał już niezliczoną ilość razy).",KWJP,zasnąć,zasnąć,to slept,umrzeć,to die,death,X,1,1,1,1.0,1.0,"„Doktor Sen” to sztandarowy tego przykład. Mamy pytania, co by było, gdyby dorosły Danny ze „Lśnienia” popadł jak jego ojciec w alkoholizm, i co by było, gdyby ktoś miał umiejętność pomagania ludziom [PET_BOUNDARY]zasnąć[PET_BOUNDARY] po raz ostatni. Co by było, gdyby małe dziecko było obdarzone nadprzyrodzonymi zdolnościami (na to pytanie King odpowiadał już niezliczoną ilość razy)."
1050,1049,sometimes_euph,"Mówili, że Pijao to cagadero, moridero, sralnia i umieralnia.",I [PET_BOUNDARY]wyciągali rękę[PET_BOUNDARY] po zasiłek.,– Moja mama umiała pięknie szyć i rozmawiać z ludźmi.,KWJP,wyciągali rękę,wyciągać rękę,to reach out a hand,prosić o pieniądze,to ask for money,money,1,1,1,1,1.0,1.0,"Mówili, że Pijao to cagadero, moridero, sralnia i umieralnia. I [PET_BOUNDARY]wyciągali rękę[PET_BOUNDARY] po zasiłek. – Moja mama umiała pięknie szyć i rozmawiać z ludźmi."
1242,1241,sometimes_euph,Ta metoda akumulacji kapitału poważnie osłabiła entuzjazm chłopów dla produkcji.,"Chcesz, żeby kura znosiła [PET_BOUNDARY]jaja[PET_BOUNDARY], ale jej nie karmisz, chcesz, żeby koń biegł szybko, ale nie pozwalasz mu się paść.",Co to za logika?,KWJP,jaja,jajo,egg,-,-,body parts,0,X,0,0,0.0,0.0,"Ta metoda akumulacji kapitału poważnie osłabiła entuzjazm chłopów dla produkcji. Chcesz, żeby kura znosiła [PET_BOUNDARY]jaja[PET_BOUNDARY], ale jej nie karmisz, chcesz, żeby koń biegł szybko, ale nie pozwalasz mu się paść. Co to za logika?"
144,143,sometimes_euph,"Byli zupełnie pozbawieni władzy, to nie oni sterowali Imperium.","Rzymianie nie prześladowali chrześcijan po to, aby [PET_BOUNDARY]zadowolić Żydów[PET_BOUNDARY], ale dlatego, że myśleli o nich – słusznie, jak miało się okazać – jak o zagrożeniu dla społecznego porządku w państwie.","Chrześcijanie musieli natomiast przekonać siebie i Rzymian, że są ukonstytuowaną grupą, nie terrorystami, jak nazwalibyśmy ich dzisiaj, lecz wpisują się w społeczność Imperium.",KWJP,zadowolić Żydów,zadowolić kogoś,to please somebody,-,-,sex,0,0,0,X,0.0,0.0,"Byli zupełnie pozbawieni władzy, to nie oni sterowali Imperium. Rzymianie nie prześladowali chrześcijan po to, aby [PET_BOUNDARY]zadowolić Żydów[PET_BOUNDARY], ale dlatego, że myśleli o nich – słusznie, jak miało się okazać – jak o zagrożeniu dla społecznego porządku w państwie. Chrześcijanie musieli natomiast przekonać siebie i Rzymian, że są ukonstytuowaną grupą, nie terrorystami, jak nazwalibyśmy ich dzisiaj, lecz wpisują się w społeczność Imperium."
1176,1175,sometimes_euph,Nie wiem.,Noc była bardzo [PET_BOUNDARY]ciemna[PET_BOUNDARY].,Przejechaliśmy obok nich szybko i pojechaliśmy do hotelu Centralnego.,KWJP,ciemna,ciemny,dark,-,-,vice,0,X,0,0,0.0,0.0,Nie wiem. Noc była bardzo [PET_BOUNDARY]ciemna[PET_BOUNDARY]. Przejechaliśmy obok nich szybko i pojechaliśmy do hotelu Centralnego.
2237,2236,sometimes_euph,"O tym, że dobieramy się w pary, decyduje wiele czynników, w tym także biologia, jej tajemnice.",A wspaniałe biologiczne dopasowanie nie gwarantuje wcale udanego [PET_BOUNDARY]pożycia[PET_BOUNDARY].,"Co więcej, dobieramy się często w stanie kompletnego wzajemnego zauroczenia, które nie pozwala nam dostrzec wielu realiów.",KWJP,pożycia,pożycie,living together,-,-,sex,1,0,0,X,0.0,0.0,"O tym, że dobieramy się w pary, decyduje wiele czynników, w tym także biologia, jej tajemnice. A wspaniałe biologiczne dopasowanie nie gwarantuje wcale udanego [PET_BOUNDARY]pożycia[PET_BOUNDARY]. Co więcej, dobieramy się często w stanie kompletnego wzajemnego zauroczenia, które nie pozwala nam dostrzec wielu realiów."
1704,1703,sometimes_euph,Komornik ten od października 2012 r. do sierpnia 2013 r. wielokrotnie zwracał się do spółdzielni o udzielenie informacji dotyczącej majątku dłużników członków spółdzielni w związku z prowadzonymi przeciwko nim sprawami egzekucyjnymi.,Komornik w [PET_BOUNDARY]tych sprawach[PET_BOUNDARY] wszczynał już egzekucję z nieruchomości dłużników (w praktyce chodziło o egzekwowanie długów ze spółdzielczych praw do lokali) i w związku z prowadzonymi czynnościami zawiadamiał spółdzielnię jako uczestnika postępowania.,-,KWJP,tych sprawach,te sprawy,these cases,-,-,physiology,0,0,X,0,0.0,0.0,Komornik ten od października 2012 r. do sierpnia 2013 r. wielokrotnie zwracał się do spółdzielni o udzielenie informacji dotyczącej majątku dłużników członków spółdzielni w związku z prowadzonymi przeciwko nim sprawami egzekucyjnymi. Komornik w [PET_BOUNDARY]tych sprawach[PET_BOUNDARY] wszczynał już egzekucję z nieruchomości dłużników (w praktyce chodziło o egzekwowanie długów ze spółdzielczych praw do lokali) i w związku z prowadzonymi czynnościami zawiadamiał spółdzielnię jako uczestnika postępowania. -
940,939,sometimes_euph,"Ci, którzy znali Wojtka, zgodnie twierdzą, że na trzeźwo był opiekuńczy i uczynny.",Po [PET_BOUNDARY]kielichu[PET_BOUNDARY] stawał się agresywny.,"Im więcej pił, tym mocniej bił.",NKJP300,kielichu,kielich,a glass,po pijanemu,when drunk,substances,1,1,1,1,1.0,1.0,"Ci, którzy znali Wojtka, zgodnie twierdzą, że na trzeźwo był opiekuńczy i uczynny. Po [PET_BOUNDARY]kielichu[PET_BOUNDARY] stawał się agresywny. Im więcej pił, tym mocniej bił."
