id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
1654,"Jeśli przed odbiornikiem nie będzie przez jakiś czas żadnej twarzy, urządzenie przejdzie w tryb uśpienia. Jednym z pierwszych modeli wyposażonych w taki bajer jest 55-calowy, trójwymiarowy 55ZL1, z wygaszaniem ekranu w 512 segmentach i multiprocesorową platformą Cevo-Engine. 500 EURO Producent kultowych lustrzanek dwuobiektywowych całkiem dobrze radzi sobie w epoce fotografii cyfrowej.","Jednym z pierwszych modeli wyposażonych w taki bajer jest 55-calowy, trójwymiarowy 55ZL1, z wygaszaniem ekranu w 512 segmentach i multiprocesorową platformą Cevo-Engine.",bajer,0,misc.,sometimes_euph,vice,KWJP,bajerów,"Jeśli przed odbiornikiem nie będzie przez jakiś czas żadnej twarzy, urządzenie przejdzie w tryb uśpienia.",500 EURO Producent kultowych lustrzanek dwuobiektywowych całkiem dobrze radzi sobie w epoce fotografii cyfrowej.,luxury add-on,-,-
41,"O znanym teraz w świecie serialowym aktorze, którego zwolnił, bo dostał rolę w serialu. Wtedy wypadł na chwilę z pokoju Krasnal, stwierdzając, że idealnym pomysłem byłoby, gdybym ja również wystąpiła na scenie, po czym buchnął ze stołu butelkę wina i znów się zamknął w pokoju z Romkiem. Była bardzo podniecona, że premierę naszego spektaklu przewidziano prosto na festiwal teatralny. Inni mieli trochę odmienne zdanie.","Wtedy wypadł na chwilę z pokoju Krasnal, stwierdzając, że idealnym pomysłem byłoby, gdybym ja również wystąpiła na scenie, po czym buchnął ze stołu butelkę wina i znów się zamknął w pokoju z Romkiem.",buchnąć,1,illegal activity,sometimes_euph,offenses,KWJP,buchnął,"O znanym teraz w świecie serialowym aktorze, którego zwolnił, bo dostał rolę w serialu.","Była bardzo podniecona, że premierę naszego spektaklu przewidziano prosto na festiwal teatralny. Inni mieli trochę odmienne zdanie.",to belch,ukraść,to steal
42,"Zerka na nią, uśmiecha się węgielkami, a nawet całymi zębami. Wtedy Oliwka wyciąga z torebki bransoletki fluorescencyjne. Przyniosła z jakiejś świetlicy, do której czasem chodzi.",Wtedy Oliwka wyciąga z torebki bransoletki fluorescencyjne.,bransoletki,0,illegal activity,sometimes_euph,offenses,KWJP,bransoletki,"Zerka na nią, uśmiecha się węgielkami, a nawet całymi zębami.","Przyniosła z jakiejś świetlicy, do której czasem chodzi.",bracelets,-,-
2016,"Po chwili wahania zgarnąłem z łóżka pościel i, dopychając kolanem, wsadziłem ją do walizy. To był bardzo stary model, bez tych wszystkich bajerów: automatycznego prasowania ubrań, ładowarki do elektroniki, kółek napędzanych silnikiem elektrycznym. Władza oszczędzała na śmierci, a mnie jakoś to nie dziwiło.","To był bardzo stary model, bez tych wszystkich bajerów: automatycznego prasowania ubrań, ładowarki do elektroniki, kółek napędzanych silnikiem elektrycznym.",bajer,0,misc.,sometimes_euph,vice,KWJP,bajerów,"Po chwili wahania zgarnąłem z łóżka pościel i, dopychając kolanem, wsadziłem ją do walizy.","Władza oszczędzała na śmierci, a mnie jakoś to nie dziwiło.",luxury add-on,-,-
2023,– Niech spróbuje. To jego nadprzyrodzone pole energetyczne to tylko bajer marketingowy tego cholernego Sebastiana. – Szaman prychnął z rozdrażnieniem.,To jego nadprzyrodzone pole energetyczne to tylko bajer marketingowy tego cholernego Sebastiana.,bajer,1,misc.,sometimes_euph,vice,KWJP,bajer,– Niech spróbuje.,– Szaman prychnął z rozdrażnieniem.,luxury add-on,kłamstwo,lie
1388,"Więc żeby Zosia nie miała traumy z powodu śmierci siostry, powiedziano jej, że Marysia popłynęła z nurtem bardzo daleko i tam pomogli jej dobrzy ludzie, u których zamieszkała i którzy się nią zaopiekowali. – I Zosia uwierzyła w taką bajkę? – zainteresowała się Marianna. – Nie wiem, a co mnie pani pyta? – obruszył się Grzelak.",– I Zosia uwierzyła w taką bajkę? – zainteresowała się Marianna.,bajka,1,misc.,sometimes_euph,vice,KWJP,bajkę,"Więc żeby Zosia nie miała traumy z powodu śmierci siostry, powiedziano jej, że Marysia popłynęła z nurtem bardzo daleko i tam pomogli jej dobrzy ludzie, u których zamieszkała i którzy się nią zaopiekowali.","– Nie wiem, a co mnie pani pyta? – obruszył się Grzelak.",tale,kłamstwo,lie
46,W trakcie i po ligowym sobotnim spotkaniu. Wszyscy spędzili noc na dołku w Kielcach i Skarżysku-Kamiennej. Ponad połowa z kibiców przyznała się do winy i pokornie wysłuchała wyroku sądu oraz pogodziła się z surową dla nich karą.,Wszyscy spędzili noc na dołku w Kielcach i Skarżysku-Kamiennej.,dołek,1,illegal activity,sometimes_euph,offenses,KWJP,dołku,W trakcie i po ligowym sobotnim spotkaniu.,Ponad połowa z kibiców przyznała się do winy i pokornie wysłuchała wyroku sądu oraz pogodziła się z surową dla nich karą.,little hole,areszt na policji,holding cell
1467,"Seksoholik w swym nałogu intryguje mnie. Ale Ale oczywiście zabraknie mi odwagi, żeby tam pójść i słuchać, bo zdaje się, że jednak trzeba zupełnie poważnie dokonać dramatycznych konfesji, a to są z pewnością starzy wyjadacze, wielokrotnie pogrążeni w pohańbieniu zawodowcy, którym nie da się sprzedać łatwo żadnej bajki. Jest jednak pocieszenie w postaci muzyki płynącej z kamienicy naprzeciw.","Ale oczywiście zabraknie mi odwagi, żeby tam pójść i słuchać, bo zdaje się, że jednak trzeba zupełnie poważnie dokonać dramatycznych konfesji, a to są z pewnością starzy wyjadacze, wielokrotnie pogrążeni w pohańbieniu zawodowcy, którym nie da się sprzedać łatwo żadnej bajki.",bajka,1,misc.,sometimes_euph,vice,KWJP,bajki,Seksoholik w swym nałogu intryguje mnie. Ale,Jest jednak pocieszenie w postaci muzyki płynącej z kamienicy naprzeciw.,tale,kłamstwo,lie
1484,"Wszyscy jednak pchali się najbardziej na bajki, nawet najstarsze roczniki. Bajki nie były takie jak teraz, gdzie są brzydcy i groźni ludzie. Zwykle były tam królewny, bardzo ładne.","Bajki nie były takie jak teraz, gdzie są brzydcy i groźni ludzie.",bajka,0,misc.,sometimes_euph,vice,KWJP,bajki,"Wszyscy jednak pchali się najbardziej na bajki, nawet najstarsze roczniki.","Zwykle były tam królewny, bardzo ładne.",tale,-,-
1668,"Upadają całe ekosystemy. Jesteśmy na początku masowego wymierania, a jedyne, o czym potraficie mówić, to pieniądze i bajki o bezustannym wzroście gospodarczym. Jak śmiecie?!”. Ostre słowa, szokujące wręcz w ustach nastolatki, wypowiedziane z widoczną złością, ze łzami w oczach wywołały falę komentarzy i co oczywiste, także krytyki.","Jesteśmy na początku masowego wymierania, a jedyne, o czym potraficie mówić, to pieniądze i bajki o bezustannym wzroście gospodarczym. Jak śmiecie?!”.",bajka,1,misc.,sometimes_euph,vice,KWJP,bajki,Upadają całe ekosystemy.,"Ostre słowa, szokujące wręcz w ustach nastolatki, wypowiedziane z widoczną złością, ze łzami w oczach wywołały falę komentarzy i co oczywiste, także krytyki.",tale,kłamstwo,lie
1756,"Nie wiedział, co to babsko tu robi, ani skąd się wzięła, ale jednego był pewien – już ją gdzieś widział. Musiała mieszkać w sąsiedztwie, tak, była chyba nawet obecna przy opowiadaniu bajki o Czerwonym Koszulku. Stała w tłumie, rycząc jak pozostałe baby, a teraz przylazła do zajezdni, żeby węszyć pod jego nieobecność.","Musiała mieszkać w sąsiedztwie, tak, była chyba nawet obecna przy opowiadaniu bajki o Czerwonym Koszulku.",bajka,0,misc.,sometimes_euph,vice,KWJP,bajki,"Nie wiedział, co to babsko tu robi, ani skąd się wzięła, ale jednego był pewien – już ją gdzieś widział.","Stała w tłumie, rycząc jak pozostałe baby, a teraz przylazła do zajezdni, żeby węszyć pod jego nieobecność.",tale,-,-
51,"sobota, 13 września Włamywacze „wyczyścili” jedno z mieszkań przy ul. Piastów Śląskich w Bielsku-Białej. Zabrali 1,6 tys. zł i karty bankomatowe.",Włamywacze „wyczyścili” jedno z mieszkań przy ul. Piastów Śląskich w Bielsku-Białej.,wyczyścić,1,illegal activity,sometimes_euph,offenses,KWJP,wyczyścili,"sobota, 13 września","Zabrali 1,6 tys. zł i karty bankomatowe.",to clean up,porozkradać do końca,to steal everything
52,"Ulatniał się, zanikał! Władza to proces. Wielkość to proces.",Władza to proces.,władza,0,illegal activity,sometimes_euph,offenses,KWJP,władza,"Ulatniał się, zanikał!",Wielkość to proces.,power/authority,-,-
53,"— Warunki przypominały sanatorium, tyle że strzeżone przez żołnierzy. Władza powiedziała im, że ""przyjechały terrorystki przyłapane z bronią"" — wspomina Barbara Napieralska, wówczas zatrudniona w Teletrze. Mieszkała z Laskowicz w jednym pokoju: — Już w lutym Krystyna wydrukowała na bibułkach ulotki ze ""ślepowronem"".","Władza powiedziała im, że ""przyjechały terrorystki przyłapane z bronią"" — wspomina Barbara Napieralska, wówczas zatrudniona w Teletrze.",władza,1,illegal activity,sometimes_euph,offenses,KWJP,władza,"— Warunki przypominały sanatorium, tyle że strzeżone przez żołnierzy.","Mieszkała z Laskowicz w jednym pokoju: — Już w lutym Krystyna wydrukowała na bibułkach ulotki ze ""ślepowronem"".",power/authority,policja,police
2136,"Co zabrać z sobą na majówkę, dlaczego nie trzeba bać się nocnych potworów i kto stoi za psikusami robionymi Świętemu Mikołajowi, to tylko niektóre z magicznych historii przeczytanych przez pracowników w ramach płynącej prosto z serca energii dobrych słów. Wszystkie bajki zostały starannie dobrane. Mają uczyć i bawić, a przede wszystkim, przenosić dzieci w świat niezwykłych przygód.",Wszystkie bajki zostały starannie dobrane.,bajka,0,misc.,sometimes_euph,vice,KWJP,bajki,"Co zabrać z sobą na majówkę, dlaczego nie trzeba bać się nocnych potworów i kto stoi za psikusami robionymi Świętemu Mikołajowi, to tylko niektóre z magicznych historii przeczytanych przez pracowników w ramach płynącej prosto z serca energii dobrych słów.","Mają uczyć i bawić, a przede wszystkim, przenosić dzieci w świat niezwykłych przygód.",tale,-,-
55,"Przeprowadził prywatne, szalone, poza wszelkimi procedurami śledztwo, w wyniku którego ustalił, że aktorka w 1934 roku pożyczyła od niejakiego Szczerbatego Francuza siedemdziesiąt tysięcy dolarów na budowę willi w Miami. Willę postawiła, ale pieniędzy – podobno – nigdy nie oddała. Jego zdaniem miało to świadczyć, że za zabójstwem aktorki stał ten bezwzględny i bezzębny gangster, którego matka – albo macocha, cholera wie… – była francuską szansonistką, koncertującą jeszcze przed pierwszą wojną światową w podejrzanych spelunach na Zachodnim Wybrzeżu.","Willę postawiła, ale pieniędzy – podobno – nigdy nie oddała.",nie oddać,1,illegal activity,sometimes_euph,offenses,KWJP,nie oddała,"Przeprowadził prywatne, szalone, poza wszelkimi procedurami śledztwo, w wyniku którego ustalił, że aktorka w 1934 roku pożyczyła od niejakiego Szczerbatego Francuza siedemdziesiąt tysięcy dolarów na budowę willi w Miami.","Jego zdaniem miało to świadczyć, że za zabójstwem aktorki stał ten bezwzględny i bezzębny gangster, którego matka – albo macocha, cholera wie… – była francuską szansonistką, koncertującą jeszcze przed pierwszą wojną światową w podejrzanych spelunach na Zachodnim Wybrzeżu.",to not return,ukraść,to steal
56,"W tym samym czasie prowadzę drobiazgową kwerendę naukową, z której wynika, że poza bezcenną „Walką karnawału z postem” Wächterowie wywożą z Krakowa mnóstwo wartościowych dzieł sztuki. Większość z nich upłynniają na rynku antykwarycznym Wiednia już po grudniu 1939 r., ale sporą część odkładają – żona Wächtera , Charlotte, świetnie zna się na sztuce. Wybitny historyk sztuki, dyrektor Muzeum Narodowego w Krakowie, Feliks Kopera apeluje w 1946 r. do Komisji Badań nad Zbrodniami Hitlerowskimi, by na listę zbrodniarzy wojennych wciągnąć także ją (w pamięci Krakowa zapisała się jako „gorsza od męża”).","Większość z nich upłynniają na rynku antykwarycznym Wiednia już po grudniu 1939 r., ale sporą część odkładają – żona Wächtera , Charlotte, świetnie zna się na sztuce.",upłynniać,1,illegal activity,sometimes_euph,offenses,KWJP,upłynniają,"W tym samym czasie prowadzę drobiazgową kwerendę naukową, z której wynika, że poza bezcenną „Walką karnawału z postem” Wächterowie wywożą z Krakowa mnóstwo wartościowych dzieł sztuki.","Wybitny historyk sztuki, dyrektor Muzeum Narodowego w Krakowie, Feliks Kopera apeluje w 1946 r. do Komisji Badań nad Zbrodniami Hitlerowskimi, by na listę zbrodniarzy wojennych wciągnąć także ją (w pamięci Krakowa zapisała się jako „gorsza od męża”).",to liquidate,sprzedawać skradzione rzeczy,to sell stolen things
57,"Królewny. Większość tych, które poznałem osobiście, to były miłe i pracowite osoby do momentu, gdy się po cichaczu nawaliły w pracy alkoholem podprowadzonym z baru. Królewny nie wytrzymują chyba presji oczekiwania na brudne naczynia albo samotności, jaka może doskwierać w tych małych pomieszczeniach.","Większość tych, które poznałem osobiście, to były miłe i pracowite osoby do momentu, gdy się po cichaczu nawaliły w pracy alkoholem podprowadzonym z baru.",podprowadzić,1,illegal activity,sometimes_euph,offenses,KWJP,podprowadzonym,Królewny.,"Królewny nie wytrzymują chyba presji oczekiwania na brudne naczynia albo samotności, jaka może doskwierać w tych małych pomieszczeniach.",to escort/to walk sb to sth,ukraść,to steal
58,"Nikt tak nie potrafi wrodzonej nieufności skierować przeciwko sobie samym. Więc to trochę jakbym miał się bać, że obrobi mnie gang Olsena. Okazuje się, że nie cały internet opanowali pisowcy wespół z kukizowcami i kucami Korwina.","Więc to trochę jakbym miał się bać, że obrobi mnie gang Olsena.",obrobić,1,illegal activity,sometimes_euph,offenses,KWJP,obrobi,Nikt tak nie potrafi wrodzonej nieufności skierować przeciwko sobie samym.,"Okazuje się, że nie cały internet opanowali pisowcy wespół z kukizowcami i kucami Korwina.",to process,okraść,to rob
1438,"Zaręczam, Sylwio, że o filmowej żyrafie nie wymienią nawet pół zdania. A dlaczego dzieci śmieją się z puszczania bąków i defekacji? Bo wstydu nie mają.",A dlaczego dzieci śmieją się z puszczania bąków i defekacji?,bąk,1,bodily functions/parts,sometimes_euph,physiology,KWJP,bąków,"Zaręczam, Sylwio, że o filmowej żyrafie nie wymienią nawet pół zdania.",Bo wstydu nie mają.,bumblebee,pierdnięcie,fart
1488,"Osy, pszczoły, szerszenie. Bąki. Muchy. Komary. Meszki.",Bąki.,bąk,0,bodily functions/parts,sometimes_euph,physiology,KWJP,bąki,"Osy, pszczoły, szerszenie.",Muchy. Komary. Meszki.,bumblebee,-,-
1563,"Jest strasznym śpiochem i spogląda na mnie z dezaprobatą, gdy wstaję wcześniej niż o 10.00. Do tej godziny jest nieprzytomny – zmienia boczki, mlaska przez sen i również przez sen… puszcza bąki! Później idzie z Tatą i Fuksiem na spacer.","Do tej godziny jest nieprzytomny – zmienia boczki, mlaska przez sen i również przez sen… puszcza bąki!",bąk,1,bodily functions/parts,sometimes_euph,physiology,KWJP,bąki,"Jest strasznym śpiochem i spogląda na mnie z dezaprobatą, gdy wstaję wcześniej niż o 10.00.",Później idzie z Tatą i Fuksiem na spacer.,bumblebee,pierdnięcie,fart
1706,"Ponieważ płaszczyzna liniowej polaryzacji światła w atmosferze jest prostopadła do kierunku, z którego świeci słońce, zwierzęta wykorzystują ją do określania swego kierunku w przestrzeni. Korzystają z tego np. krewne bąków – pszczoły. Nie tylko rejestrują odległości oraz kąty względem słońca na swojej trasie, ale wracając do gniazda, specjalnym tańcem informują o tym inne pszczoły.",Korzystają z tego np. krewne bąków – pszczoły.,bąk,0,bodily functions/parts,sometimes_euph,physiology,KWJP,bąków,"Ponieważ płaszczyzna liniowej polaryzacji światła w atmosferze jest prostopadła do kierunku, z którego świeci słońce, zwierzęta wykorzystują ją do określania swego kierunku w przestrzeni.","Nie tylko rejestrują odległości oraz kąty względem słońca na swojej trasie, ale wracając do gniazda, specjalnym tańcem informują o tym inne pszczoły.",bumblebee,-,-
